,county,arson_num_fire_cause,campfire_num_fire_cause,debris_burning_num_fire_cause,equip_use_num_fire_cause,ltng_num_fire_cause,misc_num_fire_cause,p-w-f_num_fire_cause,powerline_num_fire_cause,railroad_num_fire_cause,smoking_num_fire_cause,undet_num_fire_cause,vehicle_num_fire_cause,.25_acres_or_<_num_fire_size,.26-9.99_acres_num_fire_size,10-99_acres_num_fire_size,100-299_acres_num_fire_size,300-999_acres_num_fire_size,1000-4999_acres_num_fire_size,5000_acres_>_num_fire_size,arson_num_acres_cause,campfire_num_acres_cause,debris_burning_num_acres_cause,equip_use_num_acres_cause,ltng_num_acres_cause,misc_num_acres_cause,p-w-f_num_acres_cause,powerline_num_acres_cause,railroad_num_acres_cause,smoking_num_acres_cause,undet_num_acres_cause,vehicle_num_acres_cause,brush_num_acres_veg,grass_num_acres_veg,timber_num_acres_veg,woodland_num_acres_veg,other_num_acres_veg,arson_dollar_cause,campfire_dollar_cause,debris_burning_dollar_cause,equip_use_dollar_cause,ltng_dollar_cause,misc_dollar_cause,p-w-f_dollar_cause,powerline_dollar_cause,railroad_dollar_cause,smoking_dollar_cause,undet_dollar_cause,vehicle_dollar_cause,.25_acres_or_<_dollar_size,.26-9.99_acres_dollar_size,10-99_acres_dollar_size,100-299_acres_dollar_size,300-999_acres_dollar_size,1000-4999_acres_dollar_size,5000_acres_>_dollar_size,year,region,county_year,labor_force,employment,unemployment,unemployment_rate
168,Lake,3,3,7,6,5,9,1,13,0,2,26,7,36,35,8,2,1,0,0,33,1,340,38,3,103,0,85,0,0,130,137,532,206,2,2,128,100,0,501,111000,600,0,0,240050,0,0,9050,43020,168041,110730,5000,120050,500,0,0,2013,1,Lake_2013,29260,26069,3191,0.109056732740943
169,Lassen,1,3,7,1,45,2,2,0,0,1,9,0,48,20,3,0,0,0,0,1,0,46,0,115,1,0,0,0,3,15,0,18,39,9,13,102,0,0,2,0,0,3772,0,200,0,3,1400,0,2452,925,2000,0,0,0,0,2013,1,Lassen_2013,11006,9838,1168,0.106123932400509
170,Madera,13,6,7,7,3,5,2,5,0,2,40,12,46,43,10,2,1,0,0,41,2,1,20,1,18,5,6,0,5,470,584,20,859,0,15,259,400,100,0,0,7250,0,0,0,0,0,4800,100,300,8050,4300,0,0,0,0,2013,0,Madera_2013,62267,54417,7833,0.125796971108292
171,Mariposa,0,1,7,3,0,5,0,2,0,4,13,3,16,19,3,0,0,0,0,0,0,17,15,0,5,0,1,0,3,87,4,1,105,1,0,25,0,0,0,0,300,0,0,0,0,0,0,100,0,400,0,0,0,0,0,2013,0,Mariposa_2013,8229,7364,865,0.105116052983352
172,Mendocino,12,7,29,9,10,6,5,24,1,1,37,7,78,64,3,2,1,0,0,18,2,331,24,4,7,7,215,1,0,82,5,2,274,312,0,108,0,0,10200,6002,550,2,6,0,0,0,281952,16200,32554,277358,5000,0,0,0,0,2013,1,Mendocino_2013,40837,37426,3413,0.083576168670568
173,Merced,1,0,1,1,0,0,0,4,0,3,10,0,4,12,3,1,0,0,0,124,0,1,1,0,0,0,8,0,122,30,0,0,160,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,Merced_2013,114625,97992,16625,0.145038167938931
174,Modoc,0,0,1,0,15,0,1,0,1,0,3,3,7,12,4,0,1,0,0,0,0,2,0,583,0,1,0,1,0,4,38,4,98,10,0,517,0,0,32,0,0,25009,1000,0,0,0,3250,760,210,21281,8560,0,0,0,0,2013,1,Modoc_2013,3503,3072,429,0.122466457322295
175,Monterey,2,5,14,3,0,7,0,9,0,5,9,16,33,34,2,1,0,0,0,2,1,12,6,0,31,0,10,0,2,3,135,10,177,6,0,9,0,2,50,2000,40,0,0,1001,0,1,0,781,3,2492,1275,105,0,0,0,2013,0,Monterey_2013,216358,194075,22300,0.103069911905268
176,Napa,0,2,1,6,0,8,2,7,0,0,17,7,26,20,3,0,1,0,0,0,0,1,5,0,6,12,14,0,0,407,2,29,412,3,0,3,0,100,0,34000,0,0,0,2600,0,0,54040,12022,5120,89642,6000,0,2000,0,0,2013,1,Napa_2013,72817,67767,5042,0.069242072592939
177,Nevada,1,6,43,7,7,10,4,11,0,3,29,4,79,44,2,0,0,0,0,0,12,22,8,2,3,1,4,0,11,67,1,8,31,12,10,70,0,0,2606,13000,2530,0,30,0,0,2000,300002,12400,12938,17630,302000,0,0,0,0,2013,1,Nevada_2013,48170,44268,3902,0.081004774756072
178,Placer,4,4,24,19,3,12,1,15,1,1,47,12,73,66,4,0,0,0,0,3,3,27,30,2,22,0,7,19,0,59,3,6,73,7,2,87,0,0,2650,1000,4501,0,0,1000,0,0,53800,7000,8600,41351,20000,0,0,0,0,2013,1,Placer_2013,175842,162267,13583,0.077245481739289
179,Plumas,0,0,0,1,4,3,0,0,0,0,1,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,1020,0,0,0,251,1024,250,0,0,0,0,0,2013,1,Plumas_2013,8256,7115,1143,0.13844476744186
180,Riverside,3,6,11,8,2,44,6,10,0,3,68,63,148,59,9,5,1,0,2,5,4,14,7,3,184,43,27677,0,1,21473,49,20509,685,2,0,28264,0,0,2000,1138100,11200,0,0,404448,0,0,3188148,3234450,3638498,11700,104700,0,0,0,4223448,2013,0,Riverside_2013,996417,897725,98692,0.099046884988915
181,Sacramento,1,0,1,4,0,0,0,3,0,0,6,2,3,13,1,0,0,0,0,0,0,2,11,0,0,0,7,0,0,58,5,0,55,0,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2013,1,Sacramento_2013,680242,619825,60408,0.088803690451339
182,San Benito,1,1,2,1,0,7,0,0,0,0,3,4,8,9,1,0,1,0,0,1,0,3,354,0,7,0,0,0,0,1,100,0,462,1,0,3,0,0,5000,0,8000,0,0,1000,0,0,0,8600,0,14600,0,0,8000,0,0,2013,0,San Benito_2013,28917,25692,3225,0.111526091918249
183,San Bernardino,8,5,21,5,6,17,5,2,2,4,21,8,74,27,2,0,1,0,0,539,2,4,13,12,4,1,1,3,2,82,3,22,635,0,0,9,0,0,0,0,5000,300,0,2000,25,0,1,0,7301,25,0,0,0,0,0,2013,0,San Bernardino_2013,896675,809050,87608,0.097703181197201
184,San Diego,11,7,7,27,1,27,3,10,0,2,86,16,99,75,15,5,0,2,1,5,6,5,215,12,49,1,16,0,5,12847,158,7215,5755,6,4,339,0,1300,0,1500,70200,0,1,2,0,0,202154,2800,103953,171800,2202,0,0,0,2,2013,0,San Diego_2013,1543183,1422383,120800,0.078279763320358
185,San Joaquin,1,0,1,2,0,0,0,0,0,0,3,1,2,4,1,0,0,0,0,1,0,1,64,0,0,0,0,0,0,1,0,0,2,0,0,65,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,1,San Joaquin_2013,313100,274558,38550,0.123123602682849
186,San Luis Obispo,0,5,5,12,0,30,2,13,0,2,37,16,63,54,5,0,0,0,0,0,5,9,61,0,26,0,117,0,8,161,20,54,321,0,8,24,0,0,0,11300,1550,0,0,1100,0,0,7600,19500,17200,20250,3600,0,0,0,0,2013,0,San Luis Obispo_2013,138258,128817,9433,0.06822751667173
187,San Mateo,1,1,0,1,1,0,0,4,0,0,8,3,9,10,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,4,5,0,6,2,0,5,0,0,0,200,0,0,0,0,0,0,15,1000,215,1000,0,0,0,0,0,2013,1,San Mateo_2013,418083,396100,21992,0.052601995297585
188,Santa Clara,0,1,1,4,0,5,2,4,0,0,17,4,15,20,2,1,0,0,0,0,0,1,3,0,13,0,101,0,0,18,12,0,129,1,0,18,0,0,10000,2000,0,0,0,1200,0,0,360,0,100,10360,1100,2000,0,0,0,2013,1,Santa Clara_2013,971867,909033,62833,0.064651850510409
189,Santa Cruz,11,11,9,4,0,10,4,7,1,4,21,7,68,20,1,0,0,0,0,21,3,2,0,0,5,1,2,0,1,9,1,4,6,11,0,24,0,2,1,0,400,0,0,800,0,5,741300,7010,6508,743010,0,0,0,0,0,2013,1,Santa Cruz_2013,142075,127458,14608,0.102818933661798
190,Shasta,41,3,38,11,13,22,6,14,0,4,45,23,80,130,8,1,0,0,1,32,12,99,27,194,66,10,12,0,6,8217,18,30,8363,30,7,263,23501,0,43001,15600,5000,0,0,1200,0,600,5407791,5200,47600,55102,95000,0,0,0,5304191,2013,1,Shasta_2013,75275,66383,8900,0.118233145134507
191,Sierra,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,Sierra_2013,1452,1268,185,0.127410468319559
192,Siskiyou,2,3,18,7,56,38,2,4,0,2,7,2,119,20,2,0,0,0,0,0,0,7,63,61,1,0,0,0,0,2,0,1,104,13,13,3,0,0,0,0,2400,1,0,0,0,0,0,0,0,400,2000,0,0,0,0,2013,1,Siskiyou_2013,18293,15888,2404,0.131416388782594
193,Solano,1,2,5,3,4,2,2,5,0,0,9,3,9,21,6,0,0,0,0,0,0,28,20,8,1,7,15,0,0,73,14,0,116,0,0,50,0,0,2,86400,220002,0,0,0,0,0,6000,15300,2,172700,155002,0,0,0,0,2013,1,Solano_2013,203067,184633,18433,0.090772996104734
194,Sonoma,11,5,25,22,18,26,4,37,0,4,36,8,109,76,8,2,0,1,0,26,6,24,210,7,9,2,3668,0,163,47,27,37,3931,14,86,121,0,0,0,9265420,21576,100,0,75500,0,0,4300,0,81520,284376,500,500,0,9000000,0,2013,1,Sonoma_2013,249958,232200,17767,0.07107994143016
195,Sutter,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,Sutter_2013,44783,38250,6550,0.146260857914834
196,Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,6896,0,9,12117,2,5,35,0,0,0,61500,6900,300,600,15000,0,5000,254100,3000,3500,276900,5000,11000,0,0,50000,2013,1,Tehama_2013,25085,22172,2915,0.116204903328682
197,Tehama,9,0,7,10,8,11,1,9,0,1,17,3,27,39,6,3,0,0,1,7,0,107,51,209,8,1,11647,0,22,115,1,0,0,6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,Tehama_2013,25085,22172,2915,0.116204903328682
198,Tulare,12,2,3,13,4,5,0,6,0,0,8,7,25,29,4,2,0,0,0,246,1,1,257,3,2,0,12,0,0,3,4,0,522,1,0,6,15000,0,0,500,15400,0,0,0,0,0,20,0,500,120,300,30000,0,0,0,2013,0,Tulare_2013,201058,172158,28883,0.143655064707696
199,Tuolumne,2,2,17,8,1,18,1,8,0,2,18,6,53,28,1,1,0,0,0,0,0,8,16,1,13,0,7,0,1,152,5,0,185,2,1,15,0,100,802,35650,66850,0,0,510,0,600,1110,1550,6300,99372,500,1000,0,0,0,2013,0,Tuolumne_2013,21750,19407,2343,0.107724137931034
200,W. San Joaquin,0,0,0,0,0,0,0,0,0,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,W. San Joaquin_2013,,,,
201,W. Stanislaus,0,0,0,3,0,1,2,1,0,0,2,4,4,7,1,1,0,0,0,0,0,0,14,0,3,0,40,0,0,128,5,0,190,0,0,0,0,0,0,0,2000,0,0,90000,0,0,27100,0,0,92000,0,27100,0,0,0,2013,1,W. Stanislaus_2013,240975,209783,31192,0.129440813362382
202,Yolo,0,0,3,5,0,2,0,3,0,0,6,1,6,13,0,1,0,0,0,0,0,1,170,0,1,0,9,0,0,8,0,3,185,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,2013,1,Yolo_2013,101833,92675,9175,0.09009849459409
203,Yuba,2,0,12,9,0,4,0,5,0,1,15,3,10,37,4,0,0,0,0,1,0,15,9,0,67,0,4,0,1,123,9,0,192,2,1,34,0,0,1000,1007,5250,0,0,0,0,0,10000,17000,5000,19257,10000,0,0,0,0,2013,1,Yuba_2013,28250,24533,3725,0.131858407079646
204,Alameda,0,1,0,5,0,1,0,6,0,1,13,6,14,15,4,0,0,0,0,0,0,0,6,0,2,0,18,0,0,89,15,0,130,0,0,0,0,0,0,200550,0,25000,0,5400,0,0,17102,200,250,226002,22000,0,0,0,0,2014,1,Alameda_2014,808108,761100,47000,0.058160542897732
205,Amador,2,3,14,12,1,15,1,6,0,0,9,4,48,17,1,1,0,0,0,0,1,24,11,7,118,10,1,0,0,4,3,1,132,21,10,15,0,0,601,11000,0,141300,0,0,0,0,0,0,1500,151300,101,0,0,0,0,2014,1,Amador_2014,14347,13158,1192,0.083083571478358
206,Butte,40,2,34,9,4,47,6,11,0,2,22,15,127,59,5,0,1,0,0,85,0,17,402,1,3,5,9,0,3,26,8,22,90,390,1,56,5700,0,1003,1578,0,3500,0,4251,0,12000,105402,8300,14154,127202,0,0,378,0,0,2014,1,Butte_2014,101250,92492,8750,0.08641975308642
207,Calaveras,1,3,17,17,9,17,3,12,0,1,13,7,51,44,4,1,0,0,0,1,1,10,218,7,14,4,13,0,0,45,9,107,177,14,1,23,0,112,980,30100,77450,2025,500,620,0,25,23575,28202,13772,76217,42800,30800,0,0,0,2014,0,Calaveras_2014,20244,18625,1619,0.079974313376803
208,Colusa,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,Colusa_2014,11085,9159,1927,0.17383852052323
209,Contra Costa,1,1,1,1,0,3,0,5,0,0,15,2,13,13,2,1,0,0,0,1,0,0,1,0,2,0,83,0,0,107,16,0,210,0,0,0,250,0,0,0,0,250,0,20000,0,0,777,3000,195,1082,23000,0,0,0,0,2014,1,Contra Costa_2014,539642,506342,33292,0.061692751861419
210,Del Norte,2,7,3,0,1,4,1,0,0,0,8,1,15,12,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,6,0,3,3,3,3,2,0,20000,0,0,0,0,0,0,0,0,75,0,0,20075,0,0,0,0,0,2014,1,Del Norte_2014,9932,8933,1002,0.100886024969795
211,E. San Joaquin,0,0,0,2,0,1,0,2,0,0,0,2,1,3,3,0,0,0,0,0,0,0,20,0,11,0,17,0,0,0,3,0,50,0,0,1,0,0,0,3800,0,2200,0,3000,0,0,0,605,5,600,9000,0,0,0,0,2014,0,E. San Joaquin_2014,,,,
212,E. Stanislaus,1,1,1,4,0,2,0,1,0,0,8,3,7,9,4,1,0,0,0,8,1,0,11,0,0,0,1,0,0,351,23,0,265,1,0,129,0,0,0,1400,0,50,0,0,0,0,5136,4000,50,1400,9136,0,0,0,0,2014,0,E. Stanislaus_2014,240975,209783,31192,0.129440813362382
213,E. Trinity,3,0,4,0,5,2,0,0,0,0,0,1,11,3,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,461,0,1,0,461,4,250,0,0,0,0,3000,0,0,0,0,0,150000,3250,0,0,0,150000,0,0,2014,1,E. Trinity_2014,5171,4682,487,0.094179075614001
214,El Dorado,3,3,41,18,9,32,5,11,0,4,26,22,119,49,4,0,0,1,1,97718,0,25,29,2,31,1,2,0,5,18,4254,97719,4318,18,0,30,0,0,15150,14601,0,5900,0,3000,0,135000,300,44500,159150,53901,5400,0,0,0,0,2014,1,El Dorado_2014,87908,81767,6133,0.069766119124539
215,Fresno,5,2,12,4,1,9,0,5,0,1,13,5,25,27,4,1,0,0,0,37,2,5,43,1,8,0,14,0,0,129,3,6,209,2,10,15,12260,0,140,1000000,0,0,0,5100,0,0,0,200,140,5560,1012000,0,0,0,0,2014,0,Fresno_2014,438258,387542,50725,0.115742325296971
216,Glenn,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,2014,1,Glenn_2014,12802,11440,1364,0.106545852210592
217,Humboldt,40,17,8,4,0,15,0,8,0,2,30,3,74,47,4,1,1,0,0,39,10,340,100,0,2,0,25,0,0,75,5,4,153,420,12,7,0,0,220100,13501,0,0,0,2500,0,0,11000,0,16000,21100,10000,1,200000,0,0,2014,1,Humboldt_2014,62358,58217,4150,0.066551204336252
218,Inyo,0,0,2,1,2,2,2,1,0,0,7,2,13,4,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,131,0,136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,0,0,0,0,0,0,2014,0,Inyo_2014,9212,8583,629,0.068280503690838
219,Kings,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,Kings_2014,57425,50592,6858,0.119425337396604
220,Lake,0,4,9,2,0,11,6,4,0,0,15,11,38,20,3,1,0,0,0,0,15,34,4,0,6,6,4,0,0,183,91,43,24,1,179,96,0,0,5,0,0,0,0,0,0,0,55250,14000,69005,250,0,0,0,0,0,2014,1,Lake_2014,29283,26666,2619,0.089437557627292
221,Lassen,1,2,12,2,40,1,0,0,0,0,7,2,46,19,1,0,0,0,1,0,0,12,0,13204,0,0,0,0,0,4,0,20,2,13195,1,2,0,200,200000,0,556221,0,0,0,0,0,102,0,2249,204250,24,0,0,0,550000,2014,1,Lassen_2014,10817,9833,985,0.091060367939355
222,Madera,12,4,9,3,2,12,1,2,0,1,19,7,47,22,1,0,2,0,0,2,0,4,28,0,321,0,1,0,1,633,8,617,54,1,4,322,1000,0,0,500,0,2901332,0,0,2,0,2900450,4400,452,5400,500,0,5801332,0,0,2014,0,Madera_2014,61808,54892,6933,0.112169945638105
223,Mariposa,1,2,12,1,1,1,0,5,0,1,12,2,20,15,1,2,0,0,0,0,131,4,0,0,68,0,2,0,1,30,291,0,96,1,292,138,0,0,0,0,0,0,0,0,0,0,10000,20000,0,10000,0,20000,0,0,0,2014,0,Mariposa_2014,8092,7382,711,0.087864557587741
224,Mendocino,17,6,22,6,4,34,1,11,0,2,20,15,68,62,6,0,1,0,1,23,4,19,443,12576,36,1,6,0,1,91,7,15,70,12641,1,480,1000,510,20100,1425618,0,666405,10000,52150,0,0,200,5500,461142,294723,0,0,1425618,0,0,2014,1,Mendocino_2014,40386,37560,2824,0.06992522161145
225,Merced,0,0,0,0,0,1,0,2,0,0,10,1,2,11,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,23,1,0,30,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,Merced_2014,114325,99633,14658,0.128213426634594
226,Modoc,0,0,4,0,5,0,0,0,0,0,2,0,4,7,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,1,0,0,0,0,0,10,0,11,0,0,0,0,0,0,2014,1,Modoc_2014,3365,3021,344,0.10222882615156
227,Monterey,0,1,3,2,0,7,0,9,0,0,6,5,19,11,1,2,0,0,0,0,0,1,4,0,257,0,3,0,0,2,107,66,117,191,0,0,0,0,0,0,0,0,0,0,0,0,180,2000,2180,0,0,0,0,0,0,2014,0,Monterey_2014,217700,198033,19667,0.090339917317409
228,Napa,5,0,6,5,0,13,0,12,0,1,11,5,39,15,1,1,0,1,1,1,0,4,4331,0,6497,0,11,0,9,102,1,0,10944,7,0,5,100,0,103808,5007,0,4000,0,100,0,100,400,12500,14100,111908,0,0,0,7,0,2014,1,Napa_2014,73417,69250,4150,0.056526417587207
229,Nevada,3,4,20,5,2,7,0,7,0,3,21,3,50,22,2,1,0,0,0,0,0,18,0,16,2,0,7,0,0,168,1,11,23,18,0,160,100,0,100000,1000,0,15000,0,100,0,0,501400,1010,102200,16410,0,500000,0,0,0,2014,1,Nevada_2014,47849,44717,3135,0.065518610629271
230,Placer,1,4,16,16,5,13,3,10,3,5,44,6,78,46,1,0,1,0,0,0,0,14,16,6,19,1,5,1,4,483,3,463,50,23,2,14,0,7100,2900,1310,0,100,0,5600,0,0,1401600,200,16510,2300,0,0,1400000,0,0,2014,1,Placer_2014,175492,164492,10983,0.062584049415358
231,Plumas,0,0,1,0,1,2,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,301,0,0,0,0,0,600,0,902,0,0,0,0,0,0,2014,1,Plumas_2014,8098,7166,934,0.115337120276612
232,Riverside,4,6,12,9,5,15,3,7,0,4,38,3,46,53,6,1,0,0,0,2,10,8,9,2,10,101,6,0,1,184,39,82,151,2,1,136,0,200,0,600,2,0,0,10000,0,0,261000,4000,0,271802,4000,0,0,0,0,2014,0,Riverside_2014,1011117,928250,82858,0.081946995253764
233,Sacramento,1,0,1,2,0,2,0,2,0,0,5,2,3,10,2,0,0,0,0,0,0,2,3,0,3,0,26,0,0,56,4,0,93,0,0,1,0,0,0,50,0,0,0,0,0,0,0,2,0,52,0,0,0,0,0,2014,1,Sacramento_2014,679100,629508,49575,0.073001030776027
234,San Benito,1,0,1,0,0,4,0,3,0,0,1,1,4,7,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,6,3,0,15,0,0,9,0,0,500,0,0,100,0,1000,0,0,100,0,500,1200,0,0,0,0,0,2014,0,San Benito_2014,29175,26450,2717,0.093127677806341
235,San Bernardino,10,18,25,2,1,24,2,1,1,4,25,2,100,15,0,0,0,0,0,2,12,4,0,0,2,0,0,0,1,15,1,12,6,0,3,16,0,0,300,10,0,0,175,0,0,0,0,5000,485,5000,0,0,0,0,0,2014,0,San Bernardino_2014,905425,832958,72450,0.080017671259353
236,San Diego,4,6,12,2,2,21,0,11,0,2,66,19,83,56,3,2,1,0,0,1,0,10,1,2,18,0,6,0,1,857,31,304,159,1,0,463,0,0,0,2,0,150,0,0,0,0,606700,59302,34752,31402,0,0,600000,0,0,2014,0,San Diego_2014,1540717,1441750,98967,0.064234379188391
237,San Joaquin,0,0,0,2,0,0,0,0,0,0,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,San Joaquin_2014,312058,279175,32867,0.105323369373642
238,San Luis Obispo,0,6,4,7,0,21,1,10,0,2,22,12,57,26,2,0,0,0,0,0,23,2,6,0,0,0,31,0,0,15,35,5,74,0,3,30,0,50,0,900,0,1000,0,0,0,0,1240,1000,1640,2550,0,0,0,0,0,2014,0,San Luis Obispo_2014,140242,132417,7817,0.055739364812253
239,San Mateo,0,0,1,0,0,1,1,2,0,0,6,1,8,4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,1,5,4,0,0,0,0,0,0,0,0,2,0,100,0,0,40,0,42,100,0,0,0,0,0,2014,1,San Mateo_2014,426900,408908,18000,0.042164441321153
240,Santa Clara,2,3,0,5,0,2,1,3,0,3,13,5,21,13,2,1,0,0,0,23,0,0,5,0,0,150,0,0,1,7,83,82,185,0,0,2,0,0,0,1100,0,0,0,0,0,1550500,100,0,800,1550900,0,0,0,0,0,2014,1,Santa Clara_2014,989900,938917,51000,0.051520355591474
241,Santa Cruz,11,7,11,2,0,5,1,8,0,2,13,2,50,12,0,0,0,0,0,3,2,3,0,0,0,0,1,0,0,6,0,1,1,13,0,0,600,360,0,0,0,0,0,4000,0,0,0,0,3460,1500,0,0,0,0,0,2014,1,Santa Cruz_2014,142308,129850,12442,0.087430081232257
242,Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,12676,5,12817,8,8,80,1010,0,200100,504500,0,25000,0,0,0,0,5600,1541000,38110,371100,328000,0,0,0,1540000,2014,1,Shasta_2014,74867,67675,7200,0.096170542428573
243,Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,Sierra_2014,1413,1272,142,0.100495399858457
244,Siskiyou,5,5,8,2,47,62,0,5,1,2,18,5,144,14,1,1,0,0,0,229,1,1,0,35,2,0,1,0,0,22,1,2,244,26,2,18,10300,0,200,0,0,61600,0,0,0,0,175300,150000,386100,1300,0,10000,0,0,0,2014,1,Siskiyou_2014,18004,16009,1995,0.110808709175739
245,Solano,0,0,2,3,0,3,0,0,0,0,3,1,8,2,2,0,0,0,0,0,0,1,92,0,0,0,0,0,0,1,0,1,93,0,0,0,0,0,1500,1000,0,0,0,0,0,0,0,8000,8000,1500,1000,0,0,0,0,2014,1,Solano_2014,202783,187533,15267,0.075287376160724
246,Sonoma,4,13,24,14,0,21,1,21,0,0,11,11,85,33,2,0,0,0,0,0,1,8,41,0,9,0,18,0,0,4,1,5,52,10,0,15,0,0,0,14350,0,600,0,5,0,0,0,0,7105,7850,0,0,0,0,0,2014,1,Sonoma_2014,256125,241792,14350,0.056027330405076
247,Sutter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,Sutter_2014,44283,38692,5583,0.126075469141657
248,Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,1,0,13,11,3,19,1,4,0,0,274,12,1,312,1,1,23,0,0,100,5200,5000,500,0,6000,0,0,35000,700,3000,17000,30500,2000,0,0,0,2014,1,Tehama_2014,25083,22674,2412,0.09616074632221
249,Tulare,10,2,4,4,0,5,0,3,0,1,10,6,27,14,3,1,0,0,0,65,7,1,2,0,1,0,178,0,1,16,50,0,318,1,0,2,91754,150000,0,1000,0,0,0,1000,0,0,0,0,1000,150000,92754,0,0,0,0,2014,0,Tulare_2014,198158,172150,26017,0.131294219764027
250,Tuolumne,5,1,17,5,3,16,2,9,0,0,31,5,55,32,5,1,1,0,0,5,1,9,3,11,2,0,22,0,0,121,551,10,665,7,2,41,404,0,3700,1000,2300,0,0,3204,0,0,433454,55301,3064,419499,23000,53800,0,0,0,2014,0,Tuolumne_2014,21576,19712,1868,0.086577678902484
251,W. San Joaquin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,W. San Joaquin_2014,,,,
252,W. Stanislaus,0,0,0,0,0,0,0,0,0,0,8,7,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,10000,0,0,0,0,2014,1,W. Stanislaus_2014,240592,213725,26875,0.111703631043426
253,Yolo,0,0,0,6,0,3,0,2,0,1,4,1,7,8,1,0,1,0,0,0,0,0,23,0,2,0,3,0,1,1,370,0,398,0,0,2,0,0,0,0,0,302,0,0,0,0,0,10000,300,2,0,0,10000,0,0,2014,1,Yolo_2014,102242,94525,7692,0.075233270084701
