county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,powerline_x,railroad_x,smoking_x,undet._x,vehicle_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,arson_y,campfire_y,debris_burning_y,equip_use_y,ltng_y,misc._y,p-w-f_y,powerline_y,railroad_y,smoking_y,undet._y,vehicle_y,brush,grass,timber,woodland,other,arson,campfire,debris_burning,equip._use,ltng.,misc.,p-w-f,power-_line,rail-road,smoking,undet.,vehicle,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year,region,county_year
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",5,12817,8,8,80,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",5,12817,8,8,80,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",5,12817,8,8,80,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ","$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,9,2,56,74,5,3,2,5,0,4,82,"12,676",5,12817,8,8,80,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ","$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ","$38,110 ","$371,100 ","$328,000 ",$0 ,$0 ,$0 ,"$1,540,000 ",2014,north,Shasta_2014
Shasta,15,6,38,15,17,15,4,4,0,6,24,20,86,73,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,12817,8,8,80,"$1,010 ",$0 ,"$200,100 ","$504,500 ",$0 ,"$25,000 ",$0 ,$0 ,$0 ,$0 ,"$5,600 ","$1,541,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Shasta_2014
Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Sierra_2014
Siskiyou,5,5,8,2,47,62,0,5,1,2,18,5,144,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$10,300 ",$0 ,$200 ,,$0 ,"$61,600 ",$0 ,$0 ,$0 ,$0 ,"$175,300 ","$150,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Siskiyou_2014
Siskiyou,5,5,8,2,47,62,0,5,1,2,18,5,144,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$10,300 ",$0 ,$200 ,,$0 ,"$61,600 ",$0 ,$0 ,$0 ,$0 ,"$175,300 ","$150,000 ","$386,100 ","$1,300 ",$0 ,"$10,000 ",$0 ,$0 ,$0 ,2014,north,Siskiyou_2014
Siskiyou,5,5,8,2,47,62,0,5,1,2,18,5,144,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,244,26,2,18,"$10,300 ",$0 ,$200 ,,$0 ,"$61,600 ",$0 ,$0 ,$0 ,$0 ,"$175,300 ","$150,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Siskiyou_2014
Siskiyou,5,5,8,2,47,62,0,5,1,2,18,5,144,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,244,26,2,18,"$10,300 ",$0 ,$200 ,,$0 ,"$61,600 ",$0 ,$0 ,$0 ,$0 ,"$175,300 ","$150,000 ","$386,100 ","$1,300 ",$0 ,"$10,000 ",$0 ,$0 ,$0 ,2014,north,Siskiyou_2014
Siskiyou,5,5,8,2,47,62,0,5,1,2,18,5,144,14,1,1,0,0,0,229,1,1,0,35,2,0,1,0,0,22,1,0,0,0,0,0,"$10,300 ",$0 ,$200 ,,$0 ,"$61,600 ",$0 ,$0 ,$0 ,$0 ,"$175,300 ","$150,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Siskiyou_2014
Siskiyou,5,5,8,2,47,62,0,5,1,2,18,5,144,14,1,1,0,0,0,229,1,1,0,35,2,0,1,0,0,22,1,0,0,0,0,0,"$10,300 ",$0 ,$200 ,,$0 ,"$61,600 ",$0 ,$0 ,$0 ,$0 ,"$175,300 ","$150,000 ","$386,100 ","$1,300 ",$0 ,"$10,000 ",$0 ,$0 ,$0 ,2014,north,Siskiyou_2014
Siskiyou,5,5,8,2,47,62,0,5,1,2,18,5,144,14,1,1,0,0,0,229,1,1,0,35,2,0,1,0,0,22,1,2,244,26,2,18,"$10,300 ",$0 ,$200 ,,$0 ,"$61,600 ",$0 ,$0 ,$0 ,$0 ,"$175,300 ","$150,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Siskiyou_2014
Siskiyou,5,5,8,2,47,62,0,5,1,2,18,5,144,14,1,1,0,0,0,229,1,1,0,35,2,0,1,0,0,22,1,2,244,26,2,18,"$10,300 ",$0 ,$200 ,,$0 ,"$61,600 ",$0 ,$0 ,$0 ,$0 ,"$175,300 ","$150,000 ","$386,100 ","$1,300 ",$0 ,"$10,000 ",$0 ,$0 ,$0 ,2014,north,Siskiyou_2014
Solano,0,0,2,3,0,3,0,0,0,0,3,1,8,2,2,0,0,0,0,0,0,1,92,0,0,0,0,0,0,1,0,1,93,0,0,0,$0 ,$0 ,"$1,500 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$8,000 ","$8,000 ","$1,500 ","$1,000 ",$0 ,$0 ,$0 ,$0 ,2014,north,Solano_2014
Sonoma,4,13,24,14,0,21,1,21,0,0,11,11,85,33,2,0,0,0,0,0,1,8,41,0,9,0,18,0,0,4,1,5,52,10,0,15,$0 ,$0 ,$0 ,"$14,350 ",$0 ,$600 ,$0 ,$5 ,$0 ,$0 ,$0 ,$0 ,"$7,105 ","$7,850 ",$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Sonoma_2014
Sutter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Sutter_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$3,000 ","$17,000 ","$30,500 ","$2,000 ",$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,$0 ,$0 ,$100 ,"$5,200 ","$5,000 ",$500 ,$0 ,"$6,000 ",$0 ,$0 ,"$35,000 ",$700 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,$0 ,$0 ,$100 ,"$5,200 ","$5,000 ",$500 ,$0 ,"$6,000 ",$0 ,$0 ,"$35,000 ",$700 ,"$3,000 ","$17,000 ","$30,500 ","$2,000 ",$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,312,1,1,23,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,312,1,1,23,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$3,000 ","$17,000 ","$30,500 ","$2,000 ",$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,312,1,1,23,$0 ,$0 ,$100 ,"$5,200 ","$5,000 ",$500 ,$0 ,"$6,000 ",$0 ,$0 ,"$35,000 ",$700 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,312,1,1,23,$0 ,$0 ,$100 ,"$5,200 ","$5,000 ",$500 ,$0 ,"$6,000 ",$0 ,$0 ,"$35,000 ",$700 ,"$3,000 ","$17,000 ","$30,500 ","$2,000 ",$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,1,0,13,11,3,19,1,4,0,0,274,12,0,0,5,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,1,0,13,11,3,19,1,4,0,0,274,12,0,0,5,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$3,000 ","$17,000 ","$30,500 ","$2,000 ",$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,1,0,13,11,3,19,1,4,0,0,274,12,0,0,5,0,0,$0 ,$0 ,$100 ,"$5,200 ","$5,000 ",$500 ,$0 ,"$6,000 ",$0 ,$0 ,"$35,000 ",$700 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,1,0,13,11,3,19,1,4,0,0,274,12,0,0,5,0,0,$0 ,$0 ,$100 ,"$5,200 ","$5,000 ",$500 ,$0 ,"$6,000 ",$0 ,$0 ,"$35,000 ",$700 ,"$3,000 ","$17,000 ","$30,500 ","$2,000 ",$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,1,0,13,11,3,19,1,4,0,0,274,12,1,312,1,1,23,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,1,0,13,11,3,19,1,4,0,0,274,12,1,312,1,1,23,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,"$3,000 ","$17,000 ","$30,500 ","$2,000 ",$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,1,0,13,11,3,19,1,4,0,0,274,12,1,312,1,1,23,$0 ,$0 ,$100 ,"$5,200 ","$5,000 ",$500 ,$0 ,"$6,000 ",$0 ,$0 ,"$35,000 ",$700 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tehama,1,0,10,7,4,14,2,2,0,0,23,5,29,35,3,1,0,0,0,1,0,13,11,3,19,1,4,0,0,274,12,1,312,1,1,23,$0 ,$0 ,$100 ,"$5,200 ","$5,000 ",$500 ,$0 ,"$6,000 ",$0 ,$0 ,"$35,000 ",$700 ,"$3,000 ","$17,000 ","$30,500 ","$2,000 ",$0 ,$0 ,$0 ,2014,north,Tehama_2014
Tulare,10,2,4,4,0,5,0,3,0,1,10,6,27,14,3,1,0,0,0,65,7,1,2,0,1,0,178,0,1,16,50,0,318,1,0,2,"$91,754 ","$150,000 ",$0 ,"$1,000 ",$0 ,$0 ,$0 ,"$1,000 ",$0 ,$0 ,$0 ,$0 ,"$1,000 ","$150,000 ","$92,754 ",$0 ,$0 ,$0 ,$0 ,2014,south,Tulare_2014
Tuolumne,5,1,17,5,3,16,2,9,0,0,31,5,55,32,5,1,1,0,0,5,1,9,3,11,2,0,22,0,0,121,551,10,665,7,2,41,$404 ,$0 ,"$3,700 ","$1,000 ","$2,300 ",$0 ,$0 ,"$3,204 ",$0 ,$0 ,"$433,454 ","$55,301 ","$3,064 ","$419,499 ","$23,000 ","$53,800 ",$0 ,$0 ,$0 ,2014,south,Tuolumne_2014
W. San Joaquin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2014,north,W. San Joaquin_2014
W. Stanislaus,0,0,0,0,0,0,0,0,0,0,8,7,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,21,0,0,1,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$10,000 ",$0 ,$0 ,$0 ,"$10,000 ",$0 ,$0 ,$0 ,$0 ,2014,north,W. Stanislaus_2014
Yolo,0,0,0,6,0,3,0,2,0,1,4,1,7,8,1,0,1,0,0,0,0,0,23,0,2,0,3,0,1,1,370,0,398,0,0,2,$0 ,$0 ,$0 ,,$0 ,$302 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$10,000 ",$300 ,$2 ,$0 ,$0 ,"$10,000 ",$0 ,$0 ,2014,north,Yolo_2014
Yuba,2,1,11,2,1,5,0,6,0,2,17,2,22,25,2,0,0,0,0,1,1,15,7,1,3,0,18,0,49,31,0,51,42,11,0,22,$0 ,$0 ,$100 ,,$0 ,"$299,000 ",$0 ,"$21,000 ",$0 ,"$150,000 ","$3,805 ","$15,000 ","$17,700 ","$321,205 ","$150,000 ",$0 ,$0 ,$0 ,$0 ,2014,north,Yuba_2014
county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,elec._power_x,railroad_x,smoking_x,undet._x,vehicle_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,arson_y,campfire_y,debris_burning_y,equip._use_y,ltng._y,misc._y,p-w-f_y,elec._power_y,railroad_y,smoking_y,undet._y,vehicle_y,brush,grass,timber,woodland,other,arson,campfire,debris_burning,equip.use,ltng.,misc.,p-w-f,elec._power,railroad,smoking,undet.,vehicle,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year.1,region.1,county_year
Alameda,0,1,2,5,2,4,0,6,0,0,21,9,14,26,8,1,0,1,0,0,0,0,33,43,5,0,272,0,0,"2,929",176,1,3347,0,110,0,$0 ,$0 ,$0 ,"$3,756 ","$4,275 ",$400 ,$0 ,"$85,350 ",$0 ,$0 ,"$1,675,450 ","$57,000 ",$0 ,"$76,981 ","$169,000 ","$60,250 ",$0 ,"$1,520,000 ",$0 ,2015,north,Alameda_2015
Amador,2,1,14,1,4,5,0,5,0,1,9,4,28,17,0,0,0,0,1,0,0,5,1,3,1,0,"70,870",0,0,11,1,2,70878,2,10,0,$0 ,$0 ,$180 ,,$0 ,$0 ,$0 ,"$999,999,999 ",$0 ,$0 ,$530 ,$0 ,$110 ,$600 ,$0 ,$0 ,$0 ,$0 ,"$999,999,999 ",2015,north,Amador_2015
Butte,0,1,0,0,3,5,0,0,0,0,1,1,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,15,0,1,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2015,north,Butte_2015
Calaveras,2,1,32,13,8,21,1,7,0,1,26,10,72,45,4,1,0,0,0,0,0,36,26,8,5,1,49,0,0,17,151,21,111,11,148,2,$0 ,$0 ,"$19,600 ","$13,000 ","$8,000 ","$10,110 ",$100 ,"$8,625 ",$0 ,$0 ,"$64,643 ","$15,416 ","$10,880 ","$115,592 ","$13,022 ",$0 ,$0 ,$0 ,$0 ,2015,south,Calaveras_2015
Colusa,1,0,0,2,0,2,0,2,0,0,2,0,5,3,1,0,0,0,0,0,0,0,6,0,70,0,1,0,0,2,0,0,79,0,0,0,$0 ,$0 ,$0 ,,$0 ,$50 ,$0 ,"$6,500 ",$0 ,$0 ,$1 ,$0 ,$50 ,"$6,501 ",$0 ,$0 ,$0 ,$0 ,$0 ,2015,north,Colusa_2015
Contra Costa,11,2,1,5,0,3,0,8,0,0,10,3,23,14,5,1,0,0,0,7,1,0,269,0,46,0,6,0,0,31,3,0,363,0,0,0,"$1,420 ",$0 ,$0 ,"$47,950 ",$0 ,"$3,500 ",$0 ,"$5,000 ",$0 ,$0 ,"$1,360 ",$0 ,"$2,260 ","$5,970 ","$12,000 ","$39,000 ",$0 ,$0 ,$0 ,2015,north,Contra Costa_2015
Del Norte,3,4,4,0,1,5,1,0,0,0,4,0,16,6,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,1,5,0,0,$0 ,$500 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$500 ,$0 ,$0 ,$0 ,$0 ,$0 ,2015,north,Del Norte_2015
E. San Joaquin,0,0,0,4,0,1,0,0,0,0,3,2,3,7,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,1,3,0,23,0,0,0,$0 ,$0 ,$0 ,"$2,025 ",$0 ,$400 ,$0 ,,$0 ,$0 ,$150 ,$600 ,$75 ,"$3,100 ",$0 ,$0 ,$0 ,$0 ,$0 ,2015,south,E. San Joaquin_2015
E. Stanislaus,4,5,0,1,1,4,0,6,0,0,6,3,9,17,4,0,0,0,0,20,4,0,3,0,36,0,44,0,0,6,4,0,111,0,6,0,"$2,800 ",$0 ,$0 ,"$1,000 ",$0 ,"$1,800 ",$0 ,"$9,380 ",$0 ,$0 ,$350 ,"$12,000 ",$50 ,"$15,900 ","$11,380 ",$0 ,$0 ,$0 ,$0 ,2015,south,E. Stanislaus_2015
E. Trinity,3,1,5,3,8,7,0,0,0,0,6,0,19,10,2,1,0,1,0,2,0,15,29,"3,263",129,0,0,0,0,1,0,14,3,31,3391,0,$0 ,$0 ,$0 ,,$0 ,"$10,400 ",$0 ,,$0 ,$0 ,$0 ,$0 ,$400 ,"$10,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,2015,north,E. Trinity_2015
El Dorado,9,4,50,19,12,35,5,17,0,4,38,12,138,61,4,2,0,0,0,17,1,114,18,65,9,1,25,0,0,115,11,33,160,7,75,101,$0 ,$100 ,$395 ,"$5,770 ",$2 ,"$14,050 ",$120 ,,$0 ,"$14,000 ","$2,540 ",$150 ,"$28,915 ","$8,212 ",$0 ,$0 ,$0 ,$0 ,$0 ,2015,north,El Dorado_2015
Fresno,35,3,8,10,20,7,0,12,0,1,12,7,52,55,7,1,0,0,0,220,1,12,12,59,18,0,27,0,9,14,21,18,329,8,32,6,$900 ,$0 ,$0 ,,$500 ,$375 ,$0 ,"$2,300 ",$0 ,$0 ,"$1,600 ","$6,000 ","$2,300 ","$7,775 ","$1,600 ",$0 ,$0 ,$0 ,$0 ,2015,south,Fresno_2015
Glenn,0,0,0,0,0,2,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,$0 ,$0 ,$0 ,,$0 ,$250 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$250 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2015,north,Glenn_2015
Humboldt,57,12,16,3,55,27,3,25,0,1,53,10,179,69,9,2,2,1,0,363,4,4,18,"3,206",4,0,6,0,2,42,6,311,30,667,2647,0,"$8,000,060 ",$0 ,$2 ,"$55,000 ","$57,400 ","$571,002 ",$0 ,$2 ,$0 ,$0 ,"$100,500 ",$2 ,"$111,013 ","$2,575,555 ","$5,040,000 ","$1,000,000 ","$21,900 ","$35,500 ",$0 ,2015,north,Humboldt_2015
Inyo,0,1,1,0,1,0,0,1,0,1,5,2,9,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"7,001",0,1,1,0,7000,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,"$3,000 ",$0 ,$0 ,"$15,811,560 ","$5,000 ","$5,000 ","$3,000 ",$0 ,$0 ,$0 ,$0 ,"$15,811,560 ",2015,south,Inyo_2015
Kings,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2015,south,Kings_2015
Lake,9,0,10,8,0,7,2,8,0,2,24,5,42,26,2,1,1,0,3,1,0,4,"70,611",0,11,0,"76,069",0,0,"25,151",2,977,43,145709,25120,0,"$1,000 ",$0 ,$520 ,"$7,755,841 ",$0 ,"$225,000 ",$0 ,"$2,000,000,198 ",$0 ,$500 ,"$10,001,030 ",$0 ,$550 ,"$227,700 ","$36,000 ","$25,000 ",$0 ,$0 ,"$2,017,694,839 ",2015,north,Lake_2015
