county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,powerline_x,railroad_x,smoking_x,undet._x,vehicle_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,arson_y,campfire_y,debris_burning_y,equip_use_y,ltng_y,misc._y,p-w-f_y,powerline_y,railroad_y,smoking_y,undet._y,vehicle_y,brush,grass,timber,woodland,other,arson,campfire,debris_burning,equip._use,ltng.,misc.,p-w-f,power-_line,rail-road,smoking,undet.,vehicle,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year,region,county_year
Plumas,2,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,2,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Plumas_2012
Plumas,0,0,2,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,$0 ,$0 ,750,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,2011,1,Plumas_2012
Riverside,7,0,12,29,5,53,0,10,1,7,78,6,59,120,26,2,1,0,0,13,0,16,255,8,382,0,31,1,4,"1,597",11,217,1767,4,0,330,$0 ,$0 ,0,157600,0,51000,0,17000,0,0,51000,59000,0,254600,81000,0,0,0,0,2011,0,Riverside_2012
Riverside,7,0,12,29,5,53,0,10,1,7,78,6,59,120,26,2,1,0,0,13,0,16,255,8,382,0,31,1,4,"1,597",11,217,1767,4,0,330,$0 ,$0 ,0,157600,0,51000,0,17000,0,0,51000,59000,0,254600,81000,0,0,0,0,2011,0,Riverside_2012
Sacramento,2,0,0,2,0,7,0,1,0,0,3,0,4,9,2,0,0,0,0,0,0,0,1,0,38,0,16,0,0,3,0,0,53,0,0,7,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Sacramento_2012
San Benito,2,0,1,5,0,8,0,3,0,0,4,0,4,16,3,0,0,0,0,4,0,1,54,0,12,0,7,0,0,41,0,1,114,0,0,4,$0 ,$0 ,0,3195,0,20,0,0,0,0,5000,0,30,185,8000,0,0,0,0,2011,0,San Benito_2012
San Bernardino,5,0,5,19,3,40,1,5,0,3,21,0,46,44,8,3,0,1,0,0,0,2,20,2,296,1,15,0,2,"1,653",0,63,503,0,0,1426,$0 ,$0 ,0,39002,0,108,0,0,0,0,380700,0,2000,137802,8,0,0,280000,0,2011,0,San Bernardino_2012
San Diego,6,0,8,28,8,57,0,9,0,2,77,1,87,86,18,3,0,1,1,"14,138",0,23,136,220,374,0,239,0,1,"2,306",2,16883,461,2,0,93,"$5,000 ",$0 ,0,99800,0,232162,0,500,0,0,3500,1000,9762,94200,232000,0,0,1000,5000,2011,0,San Diego_2012
San Joaquin,0,0,0,1,0,4,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,2,0,0,18,0,0,5,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,San Joaquin_2012
San Luis Obispo,2,0,9,24,1,54,0,6,0,0,27,3,59,57,7,1,1,1,0,1,0,17,"1,957",1,62,0,67,0,0,243,44,6,2366,2,0,17,$0 ,$0 ,0,89300,0,28900,0,3000,0,0,2000,0,25000,28700,56000,2000,0,11500,0,2011,0,San Luis Obispo_2012
San Mateo,0,0,0,2,0,5,0,0,0,0,3,0,4,6,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,3,2,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,San Mateo_2012
Santa Clara,2,2,2,6,0,13,0,5,0,0,8,0,20,14,4,0,0,0,0,,,,,,,,,,,,,5,78,1,0,29,$0 ,$0 ,0,16500,0,8000,0,0,,0,0,0,200,7200,17100,0,0,0,0,2011,1,Santa Clara_2012
Santa Cruz,0,2,6,5,0,27,0,9,0,0,11,0,41,19,0,0,0,0,0,0,0,4,3,0,8,0,1,0,0,4,0,0,4,11,0,5,$0 ,$0 ,1,2000,0,11025,0,400,0,0,0,0,11425,2001,0,0,0,0,0,2011,1,Santa Cruz_2012
Shasta,12,1,27,11,18,51,1,4,0,3,29,1,76,74,8,0,0,0,0,6,0,69,15,5,101,1,19,0,3,127,1,34,188,36,49,40,$200 ,$0 ,14800,1000,0,100,0,2500,,1000,14000,0,3500,19100,11000,0,0,0,0,2011,1,Shasta_2012
Shasta,12,1,27,11,18,51,1,4,0,3,29,1,76,74,8,0,0,0,0,6,0,69,15,5,101,1,19,0,3,127,1,34,188,36,49,40,$200 ,$0 ,14800,1000,0,100,0,2500,,1000,14000,0,0,0,0,0,0,0,0,2011,1,Shasta_2012
Sierra,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,1,2,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Sierra_2012
Siskiyou,1,0,13,4,8,20,1,1,0,0,5,4,34,18,4,0,0,0,0,1,0,22,18,24,21,1,0,0,0,13,0,0,0,5,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Siskiyou_2012
Siskiyou,1,0,13,4,8,20,1,1,0,0,5,4,34,18,4,0,0,0,0,1,0,22,18,24,21,1,0,0,0,13,0,0,0,5,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,41200,250202,0,0,0,0,0,2011,1,Siskiyou_2012
Siskiyou,1,0,13,4,8,20,1,1,0,0,5,4,34,18,4,0,0,0,0,1,0,22,18,24,21,1,0,0,0,13,0,0,0,5,0,0,$0 ,$0 ,0,1000,0,250402,0,0,0,0,0,40000,0,0,0,0,0,0,0,2011,1,Siskiyou_2012
Siskiyou,1,0,13,4,8,20,1,1,0,0,5,4,34,18,4,0,0,0,0,1,0,22,18,24,21,1,0,0,0,13,0,0,0,5,0,0,$0 ,$0 ,0,1000,0,250402,0,0,0,0,0,40000,41200,250202,0,0,0,0,0,2011,1,Siskiyou_2012
Siskiyou,1,0,13,4,8,20,1,1,0,0,5,4,34,18,4,0,0,0,0,1,0,22,18,24,21,1,0,0,0,13,0,3,62,1,9,24,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Siskiyou_2012
Siskiyou,1,0,13,4,8,20,1,1,0,0,5,4,34,18,4,0,0,0,0,1,0,22,18,24,21,1,0,0,0,13,0,3,62,1,9,24,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,41200,250202,0,0,0,0,0,2011,1,Siskiyou_2012
Siskiyou,1,0,13,4,8,20,1,1,0,0,5,4,34,18,4,0,0,0,0,1,0,22,18,24,21,1,0,0,0,13,0,3,62,1,9,24,$0 ,$0 ,0,1000,0,250402,0,0,0,0,0,40000,0,0,0,0,0,0,0,2011,1,Siskiyou_2012
Siskiyou,1,0,13,4,8,20,1,1,0,0,5,4,34,18,4,0,0,0,0,1,0,22,18,24,21,1,0,0,0,13,0,3,62,1,9,24,$0 ,$0 ,0,1000,0,250402,0,0,0,0,0,40000,41200,250202,0,0,0,0,0,2011,1,Siskiyou_2012
Solano,1,0,4,2,0,2,0,0,0,0,6,1,2,12,1,0,1,0,0,715,0,3,16,0,2,0,0,0,0,15,0,0,749,0,0,0,$0 ,$0 ,0,2500,0,20,0,0,,0,500,0,0,520,2500,0,0,0,0,2011,1,Solano_2012
Sonoma,0,1,9,9,0,29,0,6,0,0,17,3,43,30,1,0,0,0,0,0,1,6,35,0,9,0,5,0,0,14,1,0,53,5,1,10,$0 ,$0 ,0,5100,0,271100,0,201,,0,0,0,201,276200,0,0,0,0,0,2011,1,Sonoma_2012
Sutter,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,112,0,0,0,0,245,0,0,117,0,0,240,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,Sutter_2012
Tehama,2,0,8,11,0,45,0,2,0,2,13,0,37,37,8,1,0,0,0,20,0,105,41,0,125,0,1,0,2,29,0,0,0,1,0,0,$0 ,$0 ,0,2500,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,2011,1,Tehama_2012
Tehama,2,0,8,11,0,45,0,2,0,2,13,0,37,37,8,1,0,0,0,20,0,105,41,0,125,0,1,0,2,29,0,0,0,1,0,0,$0 ,$0 ,0,2500,0,0,0,0,0,0,0,0,20,84300,2500,0,0,0,0,2011,1,Tehama_2012
Tehama,2,0,8,11,0,45,0,2,0,2,13,0,37,37,8,1,0,0,0,20,0,105,41,0,125,0,1,0,2,29,0,0,0,1,0,0,$300 ,$0 ,520,2100,0,2200,0,80000,,1000,700,0,0,2500,0,0,0,0,0,2011,1,Tehama_2012
Tehama,2,0,8,11,0,45,0,2,0,2,13,0,37,37,8,1,0,0,0,20,0,105,41,0,125,0,1,0,2,29,0,0,0,1,0,0,$300 ,$0 ,520,2100,0,2200,0,80000,,1000,700,0,20,84300,2500,0,0,0,0,2011,1,Tehama_2012
Tehama,2,0,8,11,0,45,0,2,0,2,13,0,37,37,8,1,0,0,0,20,0,105,41,0,125,0,1,0,2,29,0,1,164,2,0,157,$0 ,$0 ,0,2500,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,2011,1,Tehama_2012
Tehama,2,0,8,11,0,45,0,2,0,2,13,0,37,37,8,1,0,0,0,20,0,105,41,0,125,0,1,0,2,29,0,1,164,2,0,157,$0 ,$0 ,0,2500,0,0,0,0,0,0,0,0,20,84300,2500,0,0,0,0,2011,1,Tehama_2012
Tehama,2,0,8,11,0,45,0,2,0,2,13,0,37,37,8,1,0,0,0,20,0,105,41,0,125,0,1,0,2,29,0,1,164,2,0,157,$300 ,$0 ,520,2100,0,2200,0,80000,,1000,700,0,0,2500,0,0,0,0,0,2011,1,Tehama_2012
Tehama,2,0,8,11,0,45,0,2,0,2,13,0,37,37,8,1,0,0,0,20,0,105,41,0,125,0,1,0,2,29,0,1,164,2,0,157,$300 ,$0 ,520,2100,0,2200,0,80000,,1000,700,0,20,84300,2500,0,0,0,0,2011,1,Tehama_2012
Tulare,10,1,4,3,2,14,0,3,0,1,18,1,20,27,4,1,4,1,0,29,0,0,"1,213",31,803,0,2,0,0,"1,377",0,31,3393,0,0,30,"$2,425 ",$0 ,100,24460,1000,12000,0,500,0,0,36200,0,500,28075,3600,0,20250,24260,0,2011,0,Tulare_2012
Tuolumne,2,0,31,2,0,66,0,2,0,1,16,1,76,41,2,2,0,0,0,8,0,29,1,0,154,0,2,0,1,134,6,9,171,20,1,134,$900 ,$0 ,1831,0,0,604567,0,600,0,0,35484,1200,9605,9334,578443,47200,0,0,0,2011,0,Tuolumne_2012
W. San Joaquin,0,0,1,1,0,9,0,0,0,0,9,1,11,7,2,1,0,0,0,0,0,5,5,0,1,0,0,0,0,278,1,0,251,0,0,39,$0 ,$0 ,0,,0,1000,0,0,,0,57450,0,1000,250,14200,43000,0,0,0,2011,1,W. San Joaquin_2012
W. Stanislaus,0,0,1,4,0,3,0,2,0,0,5,2,5,11,1,0,0,0,0,0,0,6,35,0,0,0,3,0,0,6,2,0,51,0,0,1,$0 ,$0 ,900,3300,0,0,0,400,,0,5500,0,0,6800,3300,0,0,0,0,2011,1,W. Stanislaus_2012
W. Trinity,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,$0 ,$0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,W. Trinity_2012
Yolo,0,0,6,4,0,3,0,0,0,0,9,1,5,14,4,0,0,0,0,0,0,53,36,0,68,0,0,0,0,49,1,0,205,1,0,1,$0 ,$0 ,0,35000,0,0,0,0,,0,2,0,0,35002,0,0,0,0,0,2011,1,Yolo_2012
Yuba,3,0,5,7,0,18,0,3,0,1,16,2,14,33,5,2,1,0,0,11,0,31,23,0,325,0,365,0,6,88,5,0,229,1,11,611,$100 ,$0 ,0,175200,0,41261,0,40000,0,0,0,62600,500,77901,175000,25760,40000,0,0,2011,1,Yuba_2012
county,arson_x,campfire_x,debris_burning_x,equip._use_x,ltng._x,misc._x,p-w-f_x,powerline_x,railroad_x,smoking_x,undet._x,vehicle_x,.25_acres_or_<_x,.26-9.99_acres_x,10-99_acres_x,100-299_acres_x,300-999_acres_x,1000-4999_acres_x,5000_acres_>_x,arson_y,campfire_y,debris,equip.,ltng._y,misc._y,p-w-f_y,powerline_y,railroad_y,smoking_y,undet._y,vehicle_y,brush,grass,timber,woodland,other,arson,campfire,debris_burning_y,equip._use_y,ltng.,misc.,p-w-f,powerline,rail-road,smoking,undet.,vehicle,.25_acres_or_<_y,.26-9.99_acres_y,10-99_acres_y,100-299_acres_y,300-999_acres_y,1000-4999_acres_y,5000_acres_>_y,year,region,county_year
Alameda,0,0,0,0,0,3,0,5,0,0,7,0,3,9,3,0,0,0,0,0,0,0,0,0,17,0,83,0,0,15,0,0,114,0,0,1,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,500 ",$0 ,"$14,000 ",$0 ,$0 ,"$1,600 ",$0 ,$0 ,"$1,800 ","$15,300 ",$0 ,$0 ,$0 ,$0 ,2012,north,Alameda_2012
Amador,1,2,17,6,8,11,0,3,0,0,5,2,34,18,3,0,0,0,0,0,7,9,29,41,1,0,1,0,0,13,1,5,41,1,15,40,$0 ,$0 ,$200 ,"$6,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,000 ",$0 ,"$1,000 ","$6,200 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Amador_2012
Butte,6,0,15,13,0,19,7,4,0,2,29,19,53,56,4,1,0,0,0,20,0,11,75,0,2,5,106,0,1,41,50,110,107,10,63,21,$0 ,$0 ,"$10,050 ",$700 ,$0 ,"$300,000 ",$10 ,"$5,500 ",$0 ,$0 ,"$60,900 ","$59,600 ","$15,610 ","$346,150 ","$75,000 ",$0 ,$0 ,$0 ,$0 ,2012,north,Butte_2012
Calaveras,16,1,38,11,31,20,5,6,0,0,30,3,87,66,7,1,0,0,0,20,0,36,174,204,21,3,4,0,0,97,10,142,310,28,28,61,"$10,177 ",$0 ,"$3,989 ","$101,861 ","$29,400 ","$5,571 ",$277 ,$605 ,$0 ,$0 ,"$13,485 ",$900 ,"$1,762 ","$106,113 ","$56,390 ","$2,000 ",$0 ,$0 ,$0 ,2012,south,Calaveras_2012
Colusa,0,0,0,1,0,0,0,0,0,0,7,0,1,1,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,"4,284",0,3740,545,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Colusa_2012
Contra Costa,2,0,0,2,0,1,0,4,0,0,10,2,10,9,1,1,0,0,0,2,0,0,32,0,0,0,4,0,0,6,101,0,144,1,0,0,$1 ,$0 ,$0 ,"$15,000 ",$0 ,"$2,000 ",$0 ,$200 ,$0 ,$0 ,$250 ,$0 ,"$2,100 ",$351 ,"$15,000 ",$0 ,$0 ,$0 ,$0 ,2012,north,Contra Costa_2012
Del Norte,23,3,3,0,0,1,0,1,0,0,4,0,25,5,5,0,0,0,0,121,0,0,0,0,0,0,0,0,0,1,0,0,5,116,0,1,"$100,000 ",$0 ,$200 ,$0 ,$0 ,$105 ,$0 ,$0 ,$0 ,$0 ,"$8,000 ",$0 ,"$8,305 ",$0 ,"$100,000 ",$0 ,$0 ,$0 ,$0 ,2012,north,Del Norte_2012
E. San Joaquin,2,0,1,4,0,0,0,0,0,0,2,0,0,7,2,0,0,0,0,11,0,1,71,0,0,0,0,0,0,4,0,0,87,0,0,0,"$2,200 ",$0 ,$200 ,"$14,700 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$800 ,$0 ,$0 ,"$5,000 ","$12,900 ",$0 ,$0 ,$0 ,$0 ,2012,south,E. San Joaquin_2012
E. Stanislaus,3,1,1,2,0,5,0,0,0,0,9,1,9,11,2,0,0,0,0,1,0,18,6,0,6,0,0,0,0,14,0,0,32,0,0,13,$0 ,$0 ,$250 ,$600 ,$0 ,$600 ,$0 ,$0 ,$0 ,$0 ,"$2,325 ",$100 ,$25 ,"$1,400 ","$2,450 ",$0 ,$0 ,$0 ,$0 ,2012,south,E. Stanislaus_2012
E. Trinity,1,2,5,1,0,1,0,5,0,0,5,2,9,13,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,6,1,3,5,1,6,5,"$3,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,"$1,700 ","$1,900 ","$3,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,E. Trinity_2012
El Dorado,6,1,41,18,17,32,3,13,0,7,20,11,121,42,5,1,0,0,0,8,0,48,24,9,128,0,23,0,1,7,49,5,169,3,17,103,"$48,000 ",$0 ,"$4,750 ","$7,000 ",$0 ,"$78,301 ",$0 ,"$7,000 ",$0 ,$0 ,"$2,001 ","$10,100 ","$45,101 ","$57,051 ","$43,000 ","$12,000 ",$0 ,$0 ,$0 ,2012,north,El Dorado_2012
Fresno,10,1,6,14,3,13,0,18,0,1,19,10,25,58,11,1,0,0,0,34,1,3,50,13,50,0,88,0,138,176,21,4,373,3,0,194,$900 ,$0 ,$0 ,"$18,500 ","$1,320 ","$8,001 ",$0 ,"$10,350 ",$0 ,"$4,000 ","$702,020 ",$200 ,"$1,500 ","$513,451 ","$226,340 ","$4,000 ",$0 ,$0 ,$0 ,2012,south,Fresno_2012
Glenn,0,1,0,1,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,5,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$200 ,$0 ,$0 ,$200 ,$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Glenn_2012
Humboldt,15,13,10,3,1,4,0,9,0,0,26,7,52,34,1,1,0,0,0,16,136,2,2,0,0,0,11,0,0,47,2,2,163,42,0,9,$0 ,$500 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$16,000 ",$0 ,$0 ,"$11,500 ","$15,000 ","$18,500 ","$24,500 ",$0 ,$0 ,$0 ,$0 ,$0 ,2012,north,Humboldt_2012
Inyo,1,3,2,0,1,2,0,0,0,1,8,1,10,9,0,0,0,0,0,1,5,3,0,0,3,0,0,0,1,6,2,2,15,1,0,3,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,2012,south,Inyo_2012
